district,rooms,size,level,max_levels,price,street
Юнусабадский,3,84.0,9,9,55000.0, Юнусабад 17-й квартал
Учтепинский,1,72.5,2,5,47000.0, Чиланзар 26-й квартал
Яшнободский,1,36.0,1,4,28500.0, Лисунова-4
Яшнободский,3,84.0,4,4,45000.0, Слонима асалобод-1 банкивискый дом
Яшнободский,3,65.0,3,4,36000.0, Лисунова-4
Яшнободский,1,40.0,8,9,20500.0, Кадышева лисунова
Яшнободский,2,58.0,2,5,33500.0, 40 лет тузел-1 французская планировка
Чиланзарский,2,46.0,1,4,28000.0, Чиланзар 19-й квартал
Чиланзарский,3,65.0,4,4,43500.0, Чиланзар прокуратура
Яшнободский,3,68.0,1,5,44000.0," Гузал махалла, Олмос"
Яшнободский,1,45.0,5,12,25800.0, Городок Авиастроителей 4-й квартал
Юнусабадский,3,87.27,7,9,75000.0, Юнусабад 9-й квартал
Олмазорский,3,78.0,5,5,45000.0, 1-й проезд Камарнисо
Яшнободский,4,50.0,1,4,35000.0, Асалобод (Слонима)
Мирзо-Улугбекский,2,60.0,2,9,61000.0, Садык Азимова
Олмазорский,1,45.0,4,4,26000.0, Каракамыш квартал 2/1
Юнусабадский,2,60.0,9,9,55000.0, Киёт
Яккасарайский,3,93.0,5,8,95000.0, ул.Мукимий
Мирзо-Улугбекский,2,53.0,2,2,29000.0, городской посёлок Улугбек
Олмазорский,2,54.0,1,4,35000.0, Каракамыш квартал 2/4
Чиланзарский,2,50.0,3,4,34500.0, Чиланзар 2-й квартал
Юнусабадский,2,62.0,9,9,38000.0, Юнусабад 13-й квартал
Мирабадский,2,42.0,4,4,50000.0, Фаровон
Чиланзарский,6,161.0,2,9,155000.0, проспект Бунёдкор
Учтепинский,2,58.0,5,9,28200.0, Бату
Мирзо-Улугбекский,1,21.0,1,4,21000.0, Городок Тракторостроителей 1-й квартал
Мирзо-Улугбекский,2,46.0,4,4,29000.0, Феруза-1
Мирабадский,2,45.0,3,9,59000.0, ЦУМ (Ц-7)
Юнусабадский,4,82.96,3,5,53000.0, Юнусота
Яккасарайский,2,75.0,5,8,115000.0, Конституция
Чиланзарский,3,72.0,3,9,46000.0, Аль-Хорезми-2
Мирабадский,3,80.0,1,4,79900.0, Тараса Шевченко
Мирзо-Улугбекский,3,85.0,3,4,87000.0, Буюк Ипак Йули
Мирзо-Улугбекский,4,119.0,2,7,190000.0, Элобод
Чиланзарский,2,58.0,9,9,47000.0, Алмазар
Учтепинский,3,73.0,6,9,37000.0, Кизил Шарк
Учтепинский,2,58.0,3,9,33000.0, Кизил Шарк
Учтепинский,2,60.0,8,9,35000.0, Чиланзар 30-й квартал
Учтепинский,4,85.0,3,5,63000.0, Чиланзар 30-й квартал
Мирзо-Улугбекский,2,50.0,2,4,35500.0, Мв.Феруза
Мирзо-Улугбекский,3,100.0,4,8,76000.0, Паркентская (Генерала Петрова)
Мирзо-Улугбекский,3,70.0,4,5,44000.0, Буз-2 (Буз)
Чиланзарский,2,64.0,2,4,38000.0, Чиланзарский район массив Аль-Хорезми-2
Олмазорский,3,72.0,2,4,41500.0, Каракамыш квартал 2/4
Мирабадский,1,32.0,4,4,29900.0, Афросиёб
Мирзо-Улугбекский,4,145.0,2,5,160000.0, Дархан
Мирабадский,4,92.0,5,5,60000.0, янги куйлюк
Яшнободский,2,62.0,9,9,35000.0, Паркентский
Юнусабадский,4,92.0,2,5,68000.0, Юнусабад 19-й квартал
Мирабадский,2,60.0,5,9,52000.0, Ул Чехова
Яккасарайский,3,94.0,8,8,96000.0, 1-й переулок Кичик Бешагач
Сергелийский,2,62.0,4,4,28000.0, 1-й проезд Олтинводий
Мирзо-Улугбекский,3,100.0,6,6,84500.0, Хамида Алимжана
Юнусабадский,4,90.0,2,4,48500.0, Юнусабад-6
Чиланзарский,4,110.0,2,9,63000.0, Аль-Хорезми-2
Юнусабадский,4,111.0,4,9,139500.0, Шарафа Рашидова
Мирабадский,3,80.0,1,2,32000.0, тупик Куддус
Мирабадский,3,65.0,1,4,64000.0, Матбуотчилар
Мирзо-Улугбекский,3,70.0,1,1,33000.0, Ахмада Югнаки
Яшнободский,3,65.0,1,2,30000.0, Джаркурганская
Мирзо-Улугбекский,2,60.0,2,5,34700.0, Ахмада Югнаки
Мирзо-Улугбекский,2,37.0,2,9,17700.0, ТТЗ-2
Яккасарайский,4,90.0,5,5,45000.0, Массив.Кушбеги.15
Мирзо-Улугбекский,2,47.0,4,4,27500.0, Феруза-2
Яшнободский,3,70.0,1,5,42000.0, 58а Военный Городок
Яшнободский,3,93.0,3,4,57000.0, Городок Авиастроителей 1-й квартал
Яшнободский,2,66.0,5,5,33500.0, Городок Авиастроителей 1-й квартал
Чиланзарский,2,42.0,1,4,32000.0, Чиланзар 3 квартал
Мирабадский,4,147.0,3,12,132000.0, Нукус
Юнусабадский,3,68.0,3,4,35000.0, Юнусабад-12
Мирабадский,2,32.0,1,5,17500.0, Абдурауфа Фитрата
Мирзо-Улугбекский,1,18.0,2,4,14000.0, Буз-2 (Буз)
Мирзо-Улугбекский,2,70.0,2,4,42900.0, 3-й проезд Олтинтепа
Яшнободский,1,20.0,2,4,12498.0, Мухтара Ашрафи
Мирзо-Улугбекский,1,17.0,2,4,17000.0, Карасу 6-й квартал
Яшнободский,1,14.0,1,1,10600.0, Мухтара Ашрафи
Мирзо-Улугбекский,1,20.0,2,4,14000.0, Буюк Ипак йули (Луначарское)
Яккасарайский,3,80.0,12,16,47500.0, 1 нотариальная контора
Юнусабадский,2,40.0,1,3,26000.0, Кашкар
Яшнободский,1,18.0,3,4,12300.0, Ташсельмаш
Яшнободский,1,18.0,3,4,12500.0, Мухтара Ашрафи
Чиланзарский,2,51.0,3,4,35999.0, ТРЦ Макро. Аллея Гагарина
Мирзо-Улугбекский,3,75.0,4,5,56001.0, 1-й проезд Сайрам
Мирзо-Улугбекский,5,110.0,2,5,85000.0, Карасу 2-й квартал
Мирабадский,3,100.0,7,8,75000.0, Саракулька
Юнусабадский,2,45.0,1,4,34800.0, ТашГРЭС
Учтепинский,3,71.0,4,5,48600.0, Чиланзар 13-й квартал махалля Кухна-Чупонота
Чиланзарский,2,54.0,1,4,34000.0, 1-й проезд Катартал
Чиланзарский,2,54.0,1,4,34000.0, 1-й проезд Катартал
Шайхантахурский,4,96.0,9,12,65000.0, Самарканд Дарвоза
Янгихаётский,3,56.0,5,7,42000.0, Сергели-Vа
Учтепинский,1,43.0,3,4,27000.0, Чиланзар 31-й квартал
Юнусабадский,4,100.0,4,5,70000.0, Юнус ота
Учтепинский,4,77.32,2,5,55000.0, Чиланзар 23-й квартал
Олмазорский,3,67.53,5,5,33000.0, Каракамыш квартал 1/2
Мирзо-Улугбекский,4,113.0,5,8,67500.0, 2-й Паркентский проезд
Мирзо-Улугбекский,2,60.0,1,4,39000.0, Феруза-2
Мирзо-Улугбекский,2,60.0,6,9,34000.0, Городок Тракторостроителей 2-й квартал
Учтепинский,2,42.0,4,5,28500.0, Чиланзар 15-й квартал
Мирзо-Улугбекский,2,58.0,4,4,33000.0, Феруза-2
Мирзо-Улугбекский,2,46.0,5,5,25000.0, ЭКО Базар
Яккасарайский,2,45.0,5,9,23000.0, Кушбеги
Яккасарайский,2,52.0,1,4,41000.0, Богибустон
Шайхантахурский,3,91.0,4,9,120000.0, Международный деловой центр Tashkent City
Шайхантахурский,2,54.0,11,12,34000.0, Караташ
Шайхантахурский,2,48.0,3,5,41500.0, Международный деловой центр Tashkent City
Юнусабадский,3,43.31,1,4,45000.0, Юнусабад 4-й квартал
Шайхантахурский,2,54.0,1,4,41500.0, Коратош
Шайхантахурский,1,24.0,1,4,29000.0, Актепа
Чиланзарский,4,130.0,2,5,107000.0, Чиланзар квартал Ц
Яккасарайский,1,33.0,4,5,31000.0, Бабура
Яккасарайский,1,33.0,4,5,31000.0, Бабура
Учтепинский,4,100.0,8,9,58000.0, Чиланзар 24-й квартал
Чиланзарский,4,84.0,4,5,56000.0, Мукими
Мирзо-Улугбекский,4,116.0,1,7,155000.0, Кары-Ниязи
Мирзо-Улугбекский,2,50.0,4,4,33000.0, Феруза-3
Мирзо-Улугбекский,2,60.0,5,5,36000.0, Ахмад Югнакий
Чиланзарский,1,40.0,4,9,34000.0, Чиланзар 7-й квартал
Мирзо-Улугбекский,2,56.0,3,5,32000.0, Ахмада Югнаки
Мирзо-Улугбекский,2,62.5,5,5,36500.0, Карасу 1-й квартал
Мирзо-Улугбекский,2,42.0,2,5,33500.0, Буз-1 (Буз базар)
Чиланзарский,4,173.0,6,9,135000.0, Чиланзар квартал Ц
Чиланзарский,2,46.23,2,4,37000.0, Алгоритм
Чиланзарский,5,188.0,2,8,160000.0, Чиланзар квартал Ц
Чиланзарский,2,58.0,6,9,46000.0, Чиланзар квартал Ц
Чиланзарский,3,75.0,9,9,55000.0, Чиланзар квартал Е
Учтепинский,2,45.0,5,5,31000.0, Чиланзар 26-й квартал
Учтепинский,3,78.0,4,4,52000.0, Чиланзар 25-й квартал
Учтепинский,2,57.0,4,5,39000.0, Чиланзар 25-й квартал
Учтепинский,2,54.0,4,5,37000.0, Чиланзар 25-й квартал
Учтепинский,4,75.0,5,5,45000.0, Чиланзар 24-й квартал
Учтепинский,4,92.0,1,4,57000.0, Чиланзар 24-й квартал
Чиланзарский,3,64.0,4,4,49500.0, Чиланзар 6-й квартал
Чиланзарский,3,69.0,2,4,55500.0, Чиланзар 5-й квартал
Чиланзарский,4,75.0,2,4,51500.0, Чиланзар 5-й квартал
Чиланзарский,4,80.0,5,5,55000.0, Чиланзар квартал И
Учтепинский,4,95.0,5,9,55000.0, Изза
Учтепинский,3,75.0,6,9,43999.0, Чиланзар 12-й квартал
Мирабадский,3,90.0,5,12,96000.0, ГОСПИТАЛЬНЫЙ
Мирзо-Улугбекский,4,100.0,9,9,105000.0, ц-1 Буюк ипак йули (Ц-1)
Учтепинский,3,72.0,7,9,43000.0, Гулистон
Мирзо-Улугбекский,5,140.0,3,8,98000.0, 2-й Паркентский проезд
Учтепинский,2,50.0,3,5,38500.0, Чиланзар 15-й квартал
Юнусабадский,3,103.0,4,4,160000.0, Киёт
Учтепинский,3,78.0,5,5,38000.0, Чиланзар 24-й квартал
Олмазорский,2,56.0,1,4,40000.0, Каракамыш квартал 2/4
Учтепинский,2,48.0,5,5,25500.0, 1-й проезд Фархада
Олмазорский,3,72.0,1,4,56000.0, Каракамыш квартал 1/4
Мирабадский,3,70.0,2,4,66000.0, Фидокор (Чехова)
Мирзо-Улугбекский,4,76.0,2,4,79999.0, Шахриабад
Чиланзарский,1,42.0,6,9,22000.0, 1-й проезд Катартал
Мирабадский,5,117.0,1,9,136000.0, 8-й проезд Мироншаха
Юнусабадский,3,77.0,2,5,51000.0, Юнус-абад 9
Сергелийский,2,62.0,4,4,28000.0, 1-й проезд Олтинводий
Яккасарайский,3,80.0,2,3,45000.0, Шота Руставели
Олмазорский,3,72.0,5,7,47000.0, Нурафшон
Мирабадский,4,100.0,3,4,105000.0, Айбека (пр-т Косманавтов)
Мирзо-Улугбекский,2,67.0,3,4,42200.0, Карасу 1-й квартал
Мирзо-Улугбекский,2,62.0,5,5,36000.0, Элобод
Яккасарайский,4,150.0,7,7,112000.0, Юсуфа Хос Ходжиба
Мирзо-Улугбекский,2,60.0,5,5,34000.0, Карасу 2-й квартал
Мирабадский,3,66.0,4,4,67000.0, Садыка Азимова
Шайхантахурский,5,97.53,5,5,50000.0, Ибн Сина-2
Мирзо-Улугбекский,3,95.0,5,5,50000.0, Хумаюн
Мирзо-Улугбекский,3,75.0,3,4,67000.0, Паркент
Учтепинский,4,90.0,5,5,42500.0, Чиланзар 13-й квартал махалля Кухна-Чупонота
Мирзо-Улугбекский,4,92.0,3,5,62000.0, Карасу 6-й квартал
Мирзо-Улугбекский,2,48.0,1,4,50000.0, Городок Тракторостроителей 2-й квартал
Мирзо-Улугбекский,4,86.0,9,9,38499.0, Карасу 4-й квартал
Мирзо-Улугбекский,2,40.0,3,4,45500.0, Буз-1 (Буз базар)
Мирзо-Улугбекский,5,100.0,4,4,46000.0, Феруза-1
Мирзо-Улугбекский,2,40.0,3,5,45500.0, Буз-1 (Буз базар)
Мирзо-Улугбекский,2,53.0,2,4,45500.0, Буз-2 (Буз)
Юнусабадский,2,50.0,4,4,46500.0, Кашгар
Юнусабадский,1,40.0,3,4,47000.0, Кашгар
Мирзо-Улугбекский,2,64.0,4,5,35500.0, Хумаюн
Мирзо-Улугбекский,2,43.0,5,5,47500.0, Буюк Ипак Йули
Яшнободский,2,70.0,2,4,37000.0, Тузель 3-й квартал
Мирзо-Улугбекский,3,94.0,2,5,67000.0, Карасу 2-й квартал
Юнусабадский,2,47.0,4,4,44000.0, проспект Амира Темура
Мирзо-Улугбекский,5,100.0,4,4,48000.0, Феруза-1
Мирзо-Улугбекский,2,60.0,3,4,43500.0, Карасу 6-й квартал
Мирзо-Улугбекский,4,78.0,1,4,51500.0, Феруза-1
Мирзо-Улугбекский,2,55.47,4,4,38000.0, Феруза-1
Мирзо-Улугбекский,2,60.0,4,9,55000.0, Х.Абдуллаев
